id,title,authors,venue,year
journals/sigmod/HellersteinHM03,"THE SENSOR SPECTRUM: TECHNOLOGY, TRENDS, AND REQUIREMENTS","SAMUEL MADDEN, WEI HONG, JOSEPH M. HELLERSTEIN",SIGMOD Record,2003
conf/vldb/BaumgartnerFG01,VISUAL WEB INFORMATION EXTRACTION WITH LIXTO,"GEORG GOTTLOB, ROBERT BAUMGARTNER, SERGIO FLESCA",VLDB,2001
journals/tods/CliffordC94,ON COMPLETENESS OF HISTORICAL RELATIONAL QUERY LANGUAGES,"JAMES CLIFFORD, ALBERT CROKER, ALEXANDER TUZHILIN",ACM Trans. Database Syst.,1994
conf/vldb/TsatalosSI94,THE GMAP: A VERSATILE TOOL FOR PHYSICAL DATA INDEPENDENCE,"MARVIN H. SOLOMON, YANNIS E. IOANNIDIS, ODYSSEAS G. TSATALOS",VLDB,1994
journals/sigmod/Cardelli01,DESCRIBING SEMISTRUCTURED DATA,LUCA CARDELLI,SIGMOD Record,2001
journals/sigmod/BernsteinDK99,"TOWARDS ADAPTIVE WORKFLOW SYSTEMS, CSCW-98 WORKSHOP REPORT","MARK KLEIN, ABRAHAM BERNSTEIN, CHRYSANTHOS DELLAROCAS",SIGMOD Record,1999
journals/vldb/GarofalakisOS98,ON PERIODIC RESOURCE SCHEDULING FOR CONTINUOUS-MEDIA DATABASES,"MINOS N. GAROFALAKIS, BANU OZDEN, ABRAHAM SILBERSCHATZ",VLDB J.,1998
journals/sigmod/ButtlerCCFHLPRX02,QUERYING MULTIPLE BIOINFORMATICS DATA SOURCES: CAN SEMANTIC WEB RESEARCH HELP?,"TERENCE CRITCHLOW, MATTHEW COLEMAN, DAVID BUTTLER, WEI HAN, DANIEL ROCCO, LI XIONG, LING LIU, CALTON PU, RENATO FILETO",SIGMOD Record,2002
conf/vldb/LuoNEW03,LOCKING PROTOCOLS FOR MATERIALIZED AGGREGATE JOIN VIEWS,"MICHAEL WATZKE, GANG LUO, CURT ELLMANN, JEFFREY F. NAUGHTON",VLDB,2003
conf/sigmod/HungYK96,CAPBASED-AMS: A CAPABILITY-BASED AND EVENT-DRIVEN ACTIVITY MANAGEMENT SYSTEM,"KAMALAKAR KARLAPALEM, HELEN P. YEUNG, PATRICK C. K. HUNG",SIGMOD Conference,1996
conf/vldb/DoDJJR98,ISSUES IN DEVELOPING VERY LARGE DATA WAREHOUSES,"VISH JUMANI, LYMAN DO, DAVID VAN ROSSUM, PAMELA DREW, WEI JIN",VLDB,1998
conf/sigmod/RamaswamyRS00,EFFICIENT ALGORITHMS FOR MINING OUTLIERS FROM LARGE DATA SETS,"KYUSEOK SHIM, SRIDHAR RAMASWAMY, RAJEEV RASTOGI",SIGMOD Conference,2000
conf/sigmod/MumickQM97,MAINTENANCE OF DATA CUBES AND SUMMARY TABLES IN A WAREHOUSE,"INDERPAL SINGH MUMICK, DALLAN QUASS, BARINDERPAL SINGH MUMICK",SIGMOD Conference,1997
journals/vldb/LandauST95,HISTORICAL QUERIES ALONG MULTIPLE LINES OF TIME EVOLUTION,"VASSILIS J. TSOTRAS, GAD M. LANDAU, JEANETTE P. SCHMIDT",VLDB J.,1995
journals/sigmod/BarbaraBFLS94,THE IMPACT OF DATABASE RESEARCH ON INDUSTRIAL PRODUCTS (PANEL SUMMARY),"DAVID B. LOMET, DANIEL BARBARA, JOSE A. BLAKELEY, MICHAEL STONEBRAKER, DANIEL H. FISHMAN",SIGMOD Record,1994
conf/sigmod/Chamberlin03,XQUERY: A QUERY LANGUAGE FOR XML,DONALD D. CHAMBERLIN,SIGMOD Conference,2003
conf/vldb/HvasshovdTBH95,"THE CLUSTRA TELECOM DATABASE: HIGH AVAILABILITY, HIGH THROUGHPUT, AND REAL-TIME RESPONSE","SVEIN-OLAF HVASSHOVD, OYSTEIN TORBJORNSEN, SVEIN ERIK BRATSBERG, PER HOLAGER",VLDB,1995
conf/sigmod/Mamoulis03,EFFICIENT PROCESSING OF JOINS ON SET-VALUED ATTRIBUTES,NIKOS MAMOULIS,SIGMOD Conference,2003
conf/sigmod/ChristophidesCM96,EVALUATING QUERIES WITH GENERALIZED PATH EXPRESSIONS,"GUIDO MOERKOTTE, SOPHIE CLUET, VASSILIS CHRISTOPHIDES",SIGMOD Conference,1996
journals/sigmod/PissinouSEMOPSTD94,TOWARDS AN INFRASTRUCTURE FOR TEMPORAL DATABASES: REPORT OF AN INVITATIONAL ARPA/NSF WORKSHOP,"RAMEZ ELMASRI, RICHARD T. SNODGRASS, BABIS THEODOULIDIS, INDERPAL SINGH MUMICK, ARIE SEGEV, M. TAMER OZSU, UMESHWAR DAYAL, NIKI PISSINOU, BARBARA PERNICI",SIGMOD Record,1994
journals/sigmod/AbererCDDHPS03,P-GRID: A SELF-ORGANIZING STRUCTURED P2P SYSTEM,"ZORAN DESPOTOVIC, MANFRED HAUSWIRTH, KARL ABERER, PHILIPPE CUDRE-MAUROUX, MAGDALENA PUNCEVA, ANWITAMAN DATTA, ROMAN SCHMIDT",SIGMOD Record,2003
journals/sigmod/YaoG02,THE COUGAR APPROACH TO IN-NETWORK QUERY PROCESSING IN SENSOR NETWORKS,"JOHANNES GEHRKE, YONG YAO",SIGMOD Record,2002
journals/sigmod/Neven02,AUTOMATA THEORY FOR XML RESEARCHERS,FRANK NEVEN,SIGMOD Record,2002
journals/sigmod/ACT-NET96,ACT-NET - THE ACTIVE DATABASE MANAGEMENT SYSTEM MANIFESTO: A RULEBASE OF ADBMS FEATURES,?,SIGMOD Record,1996
journals/sigmod/GolabO03,ISSUES IN DATA STREAM MANAGEMENT,"LUKASZ GOLAB, M. TAMER OZSU",SIGMOD Record,2003
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94,TSQL2 LANGUAGE SPECIFICATION,"WOLFGANG KAFER, CURTIS E. DYRESON, ARIE SEGEV, KRISHNA G. KULKARNI, MICHAEL D. SOO, DON S. BATORY, RAMEZ ELMASRI, NIKOS A. LORENTZOS, NICK KLINE, JOHN F. RODDICK, GAD ARIAV, JAMES CLIFFORD, RICHARD T. SNODGRASS, SURYANARAYANA M. SRIPADA, T. Y. CLIFF LEUNG, FABIO GRANDI, ILSOO AHN, CHRISTIAN S. JENSEN",SIGMOD Record,1994
conf/sigmod/AtzeniT97,MDM: A MULTIPLE-DATA-MODEL TOOL FOR THE MANAGEMENT OF HETEROGENEOUS DATABASE SCHEMES,"PAOLO ATZENI, RICCARDO TORLONE",SIGMOD Conference,1997
conf/sigmod/KriegelMPS01,SPATIAL DATA MANAGEMENT FOR COMPUTER AIDED DESIGN,"ANDREAS MULLER, MARCO POTKE, THOMAS SEIDL, HANS-PETER KRIEGEL",SIGMOD Conference,2001
conf/vldb/HelmerNM03,ESTIMATING THE OUTPUT CARDINALITY OF PARTIAL PREAGGREGATION WITH A MEASURE OF CLUSTEREDNESS,"GUIDO MOERKOTTE, THOMAS NEUMANN, SVEN HELMER",VLDB,2003
conf/vldb/Brodie03,ILLUMINATING THE DARK SIDE OF WEB SERVICES,MICHAEL L. BRODIE,VLDB,2003
conf/vldb/ShatdalKN94,CACHE CONSCIOUS ALGORITHMS FOR RELATIONAL QUERY PROCESSING,"JEFFREY F. NAUGHTON, AMBUJ SHATDAL, CHANDER KANT",VLDB,1994
conf/sigmod/KalnisP01,PROXY-SERVER ARCHITECTURES FOR OLAP,"PANOS KALNIS, DIMITRIS PAPADIAS",SIGMOD Conference,2001
journals/tods/WangBBJ97,LOGICAL DESIGN FOR TEMPORAL DATABASES WITH MULTIPLE GRANULARITIES,"ALEXANDER BRODSKY, SUSHIL JAJODIA, CLAUDIO BETTINI, XIAOYANG SEAN WANG",ACM Trans. Database Syst.,1997
conf/vldb/BohannonFHRRS02,LEGODB: CUSTOMIZING RELATIONAL STORAGE FOR XML DOCUMENTS,"PRASAN ROY, PHILIP BOHANNON, JAYANT R. HARITSA, JEROME SIMEON, MAYA RAMANATH, JULIANA FREIRE",VLDB,2002
journals/vldb/IvesHW02,AN XML QUERY ENGINE FOR NETWORK-BOUND DATA,"DANIEL S. WELD, ALON Y. HALEVY, ZACHARY G. IVES",VLDB J.,2002
conf/vldb/MedianoCD94,V-TREES - A STORAGE METHOD FOR LONG VECTOR DATA,"MAURICIO R. MEDIANO, MARCELO DREUX, MARCO A. CASANOVA",VLDB,1994
conf/sigmod/Mohan01,APPLICATION SERVERS: BORN-AGAIN TP MONITORS FOR THE WEB? (PANEL ABSTRACT),C. MOHAN,SIGMOD Conference,2001
conf/vldb/AilamakiDHW99,DBMSS ON A MODERN PROCESSOR: WHERE DOES TIME GO?,"DAVID A. WOOD, MARK D. HILL, DAVID J. DEWITT, ANASTASSIA AILAMAKI",VLDB,1999
conf/vldb/Kornacker99,HIGH-PERFORMANCE EXTENSIBLE INDEXING,MARCEL KORNACKER,VLDB,1999
journals/sigmod/Kim99,"MESSAGE FROM EDITOR-IN-CHIEF, ACM TRANSACTIONS ON DATABASE SYSTEMS",WON KIM,SIGMOD Record,1999
journals/sigmod/FrewD97,DATA MANAGEMENT FOR EARTH SYSTEM SCIENCE,"JAMES FREW, JEFF DOZIER",SIGMOD Record,1997
conf/vldb/GoldmanW97,DATAGUIDES: ENABLING QUERY FORMULATION AND OPTIMIZATION IN SEMISTRUCTURED DATABASES,"ROY GOLDMAN, JENNIFER WIDOM",VLDB,1997
conf/sigmod/RajagopalanML98,APPROXIMATE MEDIANS AND OTHER QUANTILES IN ONE PASS AND WITH LIMITED MEMORY,"BRUCE G. LINDSAY, GURMEET SINGH MANKU, SRIDHAR RAJAGOPALAN",SIGMOD Conference,1998
conf/vldb/TriantafillouP97,ON-DEMAND DATA ELEVATION IN HIERARCHICAL MULTIMEDIA STORAGE SERVERS,"THOMAS PAPADAKIS, PETER TRIANTAFILLOU",VLDB,1997
conf/vldb/LitwinNS94,RP*: A FAMILY OF ORDER PRESERVING SCALABLE DISTRIBUTED DATA STRUCTURES,"WITOLD LITWIN, MARIE-ANNE NEIMAT, DONOVAN A. SCHNEIDER",VLDB,1994
journals/vldb/WidomS00,FOREWORD BY THE VLDB '98 PC CHAIRMEN: BEST PAPERS OF VLDB '98,"ODED SHMUELI, JENNIFER WIDOM",VLDB J.,2000
conf/sigmod/Bonnet02,GOING PUBLIC: OPEN-SOURCE DATABASES AND DATABASE RESEARCH,PHILIPPE BONNET,SIGMOD Conference,2002
journals/sigmod/FrankGGJKLMNPSSSTW99,CHOROCHRONOS: A RESEARCH NETWORK FOR SPATIOTEMPORAL DATABASE SYSTEMS,"ENRICO NARDELLI, TIMOS K. SELLIS, ANDREW U. FRANK, STEPHANE GRUMBACH, HANS-JORG SCHEK, MANOLIS KOUBARAKIS, MICHEL SCHOLL, RALF HARTMUT GUTING, BARBARA PERNICI, CHRISTIAN S. JENSEN, NIKOS A. LORENTZOS, BABIS THEODOULIDIS, YANNIS MANOLOPOULOS, PETER WIDMAYER",SIGMOD Record,1999
conf/sigmod/AgichteinG03,QXTRACT: A BUILDING BLOCK FOR EFFICIENT INFORMATION EXTRACTION FROM PLAIN-TEXT DATABASES,"LUIS GRAVANO, EUGENE AGICHTEIN",SIGMOD Conference,2003
journals/sigmod/JajodiaBBKMSW97,INFORMATION SYSTEMS RESEARCH AT GEORGE MASON UNIVERSITY,"SUSHIL JAJODIA, AMIHAI MOTRO, EDGAR H. SIBLEY, ALEXANDER BRODSKY, LARRY KERSCHBERG, XIAOYANG SEAN WANG, DANIEL BARBARA",SIGMOD Record,1997
journals/tods/LiC01,ANSWERING QUERIES WITH USEFUL BINDINGS,"EDWARD Y. CHANG, CHEN LI",ACM Trans. Database Syst.,2001
journals/tods/GhandeharizadehHJ96,HERACLITUS: ELEVATING DELTAS TO BE FIRST-CLASS CITIZENS IN A DATABASE PROGRAMMING LANGUAGE,"DEAN JACOBS, SHAHRAM GHANDEHARIZADEH, RICHARD HULL",ACM Trans. Database Syst.,1996
conf/vldb/Hammond96,USING REFERENTIAL INTEGRITY TO EASILY DEFINE CONSISTENT SUBSET REPLICAS,BRAD HAMMOND,VLDB,1996
conf/sigmod/Chakravarthy97,SENTINEL: AN OBJECT-ORIENTED DBMS WITH EVENT-BASED RULES,SHARMA CHAKRAVARTHY,SIGMOD Conference,1997
conf/vldb/CareyHMW96,PESTO : AN INTEGRATED QUERY/BROWSER FOR OBJECT DATABASES,"LAURA M. HAAS, MICHAEL J. CAREY, VIVEKANANDA MAGANTY, JOHN H. WILLIAMS",VLDB,1996
journals/sigmod/AbelTK97,INTEGRATING MODELLING SYSTEMS FOR ENVIRONMENTAL MANAGEMENT INFORMATION SYSTEMS,"DAVID J. ABEL, DEAN KUO, KERRY L. TAYLOR",SIGMOD Record,1997
journals/vldb/JagadishACLNPPSWWY02,TIMBER: A NATIVE XML DATABASE,"ANDREW NIERMAN, CONG YU, JIGNESH M. PATEL, ADRIANE CHAPMAN, NUWEE WIWATWATTANA, H. V. JAGADISH, YUQING WU, LAKS V. S. LAKSHMANAN, DIVESH SRIVASTAVA, SHURUG AL-KHALIFA, STELIOS PAPARIZOS",VLDB J.,2002
conf/sigmod/Adelberg98,NODOSE - A TOOL FOR SEMI-AUTOMATICALLY EXTRACTING SEMI-STRUCTURED DATA FROM TEXT DOCUMENTS,BRAD ADELBERG,SIGMOD Conference,1998
conf/vldb/Gibbons01,DISTINCT SAMPLING FOR HIGHLY-ACCURATE ANSWERS TO DISTINCT VALUES QUERIES AND EVENT REPORTS,PHILLIP B. GIBBONS,VLDB,2001
journals/sigmod/BestavrosLS96,REPORT ON FIRST INTERNATIONAL WORKSHOP ON REAL-TIME DATABASE SYSTEMS,"SANG HYUK SON, KWEI-JAY LIN, AZER BESTAVROS",SIGMOD Record,1996
journals/sigmod/HaritsaS96,REAL-TIME INDEX CONCURRENCY CONTROL,"S. SESHADRI, JAYANT R. HARITSA",SIGMOD Record,1996
conf/sigmod/KornJF97,EFFICIENTLY SUPPORTING AD HOC QUERIES IN LARGE DATASETS OF TIME SEQUENCES,"H. V. JAGADISH, CHRISTOS FALOUTSOS, FLIP KORN",SIGMOD Conference,1997
conf/vldb/PedersenJD99,EXTENDING PRACTICAL PRE-AGGREGATION IN ON-LINE ANALYTICAL PROCESSING,"TORBEN BACH PEDERSEN, CURTIS E. DYRESON, CHRISTIAN S. JENSEN",VLDB,1999
journals/sigmod/Aberer03,CALL FOR BOOK REVIEWS,KARL ABERER,SIGMOD Record,2003
conf/sigmod/ShenNSHS03,CMVF: A NOVEL DIMENSION REDUCTION SCHEME FOR EFFICIENT INDEXING IN A LARGE IMAGE DATABASE,"JOHN SHEPHERD, QUAN Z. SHENG, DU Q. HUYNH, JIALIE SHEN, ANNE H. H. NGU",SIGMOD Conference,2003
conf/sigmod/CluetDSS98,YOUR MEDIATORS NEED DATA CONVERSION!,"SOPHIE CLUET, KATARZYNA SMAGA, JEROME SIMEON, CLAUDE DELOBEL",SIGMOD Conference,1998
journals/sigmod/TheodoridisN00,GENERATING SPATIOTEMPORAL DATASETS ON THE WWW,"MARIO A. NASCIMENTO, YANNIS THEODORIDIS",SIGMOD Record,2000
conf/vldb/MorishimaKKT01,ENABLING END-USERS TO CONSTRUCT DATA-INTENSIVE WEB-SITES FROM XML REPOSITORIES: AN EXAMPLE-BASED APPROACH,"HIROYUKI KITAGAWA, SATOSHI TAKANO, SEIICHI KOIZUMI, ATSUYUKI MORISHIMA",VLDB,2001
conf/sigmod/BressanGFJHKLMPQSS97,THE CONTEXT INTERCHANGE MEDIATOR PROTOTYPE,"KOFI FYNN, HENRY B. KON, CHENG HIAN GOH, THOMAS LEE, STEPHANE BRESSAN, STUART E. MADNICK, MICHAEL SIEGEL, ANNIE W. SHUM, MARTA JESSICA JAKOBISIAK, TITO PENA, JESSICA QU, KARIM HUSSEIN",SIGMOD Conference,1997
conf/vldb/HumborstadSHT97,1-SAFE ALGORITHMS FOR SYMMETRIC SITE CONFIGURATIONS,"MAITRAYI SABARATNAM, OYSTEIN TORBJORNSEN, RUNE HUMBORSTAD, SVEIN-OLAF HVASSHOVD",VLDB,1997
journals/sigmod/KennedyMB96,A FRAMEWORK FOR INFORMATION VISUALISATION,"PETER J. BARCLAY, KENNETH J. MITCHELL, JESSIE B. KENNEDY",SIGMOD Record,1996
journals/sigmod/Kuijpers02,INTRODUCTION TO CONSTRAINT DATABASES - BOOK REVIEW,BART KUIJPERS,SIGMOD Record,2002
journals/tods/DattaVCK99,BROADCAST PROTOCOLS TO SUPPORT EFFICIENT RETRIEVAL FROM DATABASES BY MOBILE USERS,"ANINDYA DATTA, VIJAY KUMAR, ASLIHAN CELIK, DEBRA E. VANDERMEER",ACM Trans. Database Syst.,1999
conf/sigmod/ChanI98,BITMAP INDEX DESIGN AND EVALUATION,"YANNIS E. IOANNIDIS, CHEE YONG CHAN",SIGMOD Conference,1998
journals/sigmod/Aberer03d,BOOK REVIEW COLUMN,KARL ABERER,SIGMOD Record,2003
journals/sigmod/MarchiLPT03,ANALYSIS OF EXISTING DATABASES AT THE LOGICAL LEVEL: THE DBA COMPANION PROJECT,"FABIEN DE MARCHI, JEAN-MARC PETIT, FAROUK TOUMANI, STEPHANE LOPES",SIGMOD Record,2003
conf/sigmod/HullZ96,A FRAMEWORK FOR SUPPORTING DATA INTEGRATION USING THE MATERIALIZED AND VIRTUAL APPROACHES,"GANG ZHOU, RICHARD HULL",SIGMOD Conference,1996
conf/sigmod/Ramakrishnan00,FROM BROWSING TO INTERACTING: DBMS SUPPORT FOR RESPONIVE WEBSITES (ABSTRACT),RAGHU RAMAKRISHNAN,SIGMOD Conference,2000
conf/sigmod/Hope95,ENTERPRISE TRANSACTION PROCESSING ON WINDOWS NT,GREG HOPE,SIGMOD Conference,1995
journals/sigmod/BergamaschiCV99,SEMANTIC INTEGRATION OF SEMISTRUCTURED AND STRUCTURED DATA SOURCES,"SONIA BERGAMASCHI, MAURIZIO VINCINI, SILVANA CASTANO",SIGMOD Record,1999
conf/sigmod/GoyalHKMSZ97,PICTURE PROGRAMMING PROJECT,"NITA GOYAL, MOSHE M. ZLOOF, CHARLES HOCH, MICHAEL SUCKOW, RAVI KRISHNAMURTHY, BRIAN MECKLER",SIGMOD Conference,1997
conf/sigmod/Galhardas00,AJAX: AN EXTENSIBLE DATA CLEANING TOOL,"DANIELA FLORESCU, HELENA GALHARDAS, DENNIS SHASHA, ERIC SIMON",SIGMOD Conference,2000
conf/sigmod/ShashaB02a,"DATABASE TUNING: PRINCIPLES, EXPERIMENTS, AND TROUBLESHOOTING TECHNIQUES (PART I)","DENNIS SHASHA, PHILIPPE BONNET",SIGMOD Conference,2002
conf/vldb/TianD03,TUPLE ROUTING STRATEGIES FOR DISTRIBUTED EDDIES,"FENG TIAN, DAVID J. DEWITT",VLDB,2003
conf/vldb/AcharyaGP99,AQUA: A FAST DECISION SUPPORT SYSTEMS USING APPROXIMATE QUERY ANSWERS,"SWARUP ACHARYA, PHILLIP B. GIBBONS, VISWANATH POOSALA",VLDB,1999
conf/vldb/LubbersGJ03,SYSTEMATIC DEVELOPMENT OF DATA MINING-BASED DATA QUALITY TOOLS,"MATTHIAS JARKE, UDO GRIMMER, DOMINIK LUBBERS",VLDB,2003
conf/sigmod/FlorescuGKR02,XL: A PLATFORM FOR WEB SERVICES,"ANDREAS GRUNHAGEN, STEFFEN ROST, DONALD KOSSMANN, DANIELA FLORESCU",SIGMOD Conference,2002
conf/sigmod/ChooOLCGBPS96,PROSPECTOR: A CONTENT-BASED MULTIMEDIA SERVER FOR MASSIVELY PARALLEL ARCHITECTURES,"G. LINDERMAN, ALEXANDROS BILIRIS, H. CHEN, K. GANAPATHI, EUTHIMIOS PANAGOS, S. CHOO, DAVID SCHRADER, WILLIAM O'CONNELL",SIGMOD Conference,1996
conf/vldb/KangC02,EXPLOITING VERSIONS FOR ON-LINE DATA WAREHOUSE MAINTENANCE IN MOLAP SERVERS,"HEUM-GEUN KANG, CHIN-WAN CHUNG",VLDB,2002
conf/sigmod/KemperMPS94,OPTIMIZING DISJUNCTIVE QUERIES WITH EXPENSIVE PREDICATES,"ALFONS KEMPER, GUIDO MOERKOTTE, MICHAEL STEINBRUNN, KLAUS PEITHNER",SIGMOD Conference,1994
conf/vldb/JonscherD94,AN APPROACH FOR BUILDING SECURE DATABASE FEDERATIONS,"KLAUS R. DITTRICH, DIRK JONSCHER",VLDB,1994
journals/vldb/AtzeniM00,GUEST EDITORIAL: DATABASES AND THE WEB,"ALBERTO O. MENDELZON, PAOLO ATZENI",VLDB J.,2000
journals/sigmod/ZobelMR96,GUIDELINES FOR PRESENTATION AND COMPARISON OF INDEXING TECHNIQUES,"KOTAGIRI RAMAMOHANARAO, ALISTAIR MOFFAT, JUSTIN ZOBEL",SIGMOD Record,1996
conf/vldb/Uhl02,A BANDWIDTH MODEL FOR INTERNET SEARCH,AXEL UHL,VLDB,2002
conf/sigmod/AgrawalK03,A SYSTEM FOR WATERMARKING RELATIONAL DATABASES,"PETER J. HAAS, RAKESH AGRAWAL, JERRY KIERNAN",SIGMOD Conference,2003
conf/vldb/DongHLPW01,MINING MULTI-DIMENSIONAL CONSTRAINED GRADIENTS IN DATA CUBES,"JIAWEI HAN, KE WANG, JOYCE M. W. LAM, GUOZHU DONG, JIAN PEI",VLDB,2001
conf/sigmod/DeHaanTCO03,A COMPREHENSIVE XQUERY TO SQL TRANSLATION USING DYNAMIC INTERVAL ENCODING,"M. TAMER OZSU, DAVID TOMAN, MARIANO P. CONSENS, DAVID DEHAAN",SIGMOD Conference,2003
journals/sigmod/Aberer01,ADVANCED XML DATA PROCESSING - GUEST EDITOR'S INTRODUCTION,KARL ABERER,SIGMOD Record,2001
journals/vldb/BeckerGOSW96,AN ASYMPTOTICALLY OPTIMAL MULTIVERSION B-TREE,"THOMAS OHLER, PETER WIDMAYER, BRUNO BECKER, STEPHAN GSCHWIND, BERNHARD SEEGER",VLDB J.,1996
journals/sigmod/Winslett03b,INTERVIEW WITH RAKESH AGRAWAL,MARIANNE WINSLETT,SIGMOD Record,2003
conf/sigmod/ColbyKLMR97,SUPPORTING MULTIPLE VIEW MAINTENANCE POLICIES,"LATHA S. COLBY, KENNETH A. ROSS, AKIRA KAWAGUCHI, DANIEL F. LIEUWEN, INDERPAL SINGH MUMICK",SIGMOD Conference,1997
conf/sigmod/KiepuszewskiMO98,FLOWBACK: PROVIDING BACKWARD RECOVERY FOR WORKFLOW SYSTEMS,"MARIA E. ORLOWSKA, RALF MUHLBERGER, BARTEK KIEPUSZEWSKI",SIGMOD Conference,1998
conf/vldb/TeisseirePC94,TOWARDS EVENT-DRIVEN MODELLING FOR DATABASE DESIGN,"MAGUELONNE TEISSEIRE, PASCAL PONCELET, ROSINE CICCHETTI",VLDB,1994
conf/sigmod/AcharyaGP00,CONGRESSIONAL SAMPLES FOR APPROXIMATE ANSWERING OF GROUP-BY QUERIES,"VISWANATH POOSALA, SWARUP ACHARYA, PHILLIP B. GIBBONS",SIGMOD Conference,2000
journals/vldb/MuckP97,A CONFIGRABLE TYPE HIERARCHY INDEX FOR OODB,"THOMAS A. MUCK, MARTIN L. POLASCHEK",VLDB J.,1997
journals/vldb/BraumandlCKK00,FUNCTIONAL-JOIN PROCESSING,"REINHARD BRAUMANDL, ALFONS KEMPER, DONALD KOSSMANN, JENS CLAUSSEN",VLDB J.,2000
conf/sigmod/ChaudhuriN98,AUTOADMIN 'WHAT-IF' INDEX ANALYSIS UTILITY,"SURAJIT CHAUDHURI, VIVEK R. NARASAYYA",SIGMOD Conference,1998
conf/sigmod/VriesMNK02,EFFICIENT K-NN SEARCH ON VERTICALLY DECOMPOSED DATA,"NIELS NES, MARTIN L. KERSTEN, NIKOS MAMOULIS, ARJEN P. DE VRIES",SIGMOD Conference,2002
conf/sigmod/Seshadri99,"``HONEY, I SHRUNK THE DBMS'': FOOTPRINT, MOBILITY, AND BEYOND (PANEL)",PRAVEEN SESHADRI,SIGMOD Conference,1999
conf/vldb/BrinkhoffK94,THE IMPACT OF GLOBAL CLUSTERING ON SPATIAL DATABASE SYSTEMS,"THOMAS BRINKHOFF, HANS-PETER KRIEGEL",VLDB,1994
conf/vldb/FrohnLU94,ACCESS TO OBJECTS BY PATH EXPRESSIONS AND RULES,"JURGEN FROHN, GEORG LAUSEN, HEINZ UPHOFF",VLDB,1994
conf/vldb/SeifertS02,A MULTI-VERSION CACHE REPLACEMENT AND PREFETCHING POLICY FOR HYBRID DATA DELIVERY ENVIRONMENTS,"ANDRE SEIFERT, MARC H. SCHOLL",VLDB,2002
conf/sigmod/HsiaoCY94,ON PARALLEL EXECUTION OF MULTIPLE PIPELINED HASH JOINS,"PHILIP S. YU, HUI-I HSIAO, MING-SYAN CHEN",SIGMOD Conference,1994
journals/tods/Chomicki03,PREFERENCE FORMULAS IN RELATIONAL QUERIES,JAN CHOMICKI,ACM Trans. Database Syst.,2003
journals/sigmod/BallMRZ02,SUPPLY CHAIN INFRASTRUCTURES: SYSTEM INTEGRATION AND INFORMATION SHARING,"MICHAEL O. BALL, LOUIQA RASCHID, MENG MA, ZHENGYING ZHAO",SIGMOD Record,2002
conf/vldb/MalonM97,CRITICAL DATABASE TECHNOLOGIES FOR HIGH ENERGY PHYSICS,"DAVID M. MALON, EDWARD N. MAY",VLDB,1997
conf/sigmod/LiBKN03,COMPOSING XSL TRANSFORMATIONS WITH XML PUBLISHING VIEWS,"CHENGKAI LI, P. P. S. NARAYAN, HENRY F. KORTH, PHILIP BOHANNON",SIGMOD Conference,2003
conf/sigmod/Gerber95,INFORMIX ONLINE XPS,ROBERT H. GERBER,SIGMOD Conference,1995
journals/tods/TaoSP03,ANALYSIS OF PREDICTIVE SPATIO-TEMPORAL QUERIES,"DIMITRIS PAPADIAS, JIMENG SUN, YUFEI TAO",ACM Trans. Database Syst.,2003
conf/sigmod/GraySEBW94,QUICKLY GENERATING BILLION-RECORD SYNTHETIC DATABASES,"SUSANNE ENGLERT, JIM GRAY, KENNETH BACLAWSKI, PETER J. WEINBERGER, PRAKASH SUNDARESAN",SIGMOD Conference,1994
conf/vldb/MarianS03,PROJECTING XML DOCUMENTS,"AMELIE MARIAN, JEROME SIMEON",VLDB,2003
conf/vldb/Toivonen96,SAMPLING LARGE DATABASES FOR ASSOCIATION RULES,HANNU TOIVONEN,VLDB,1996
journals/tods/ZaharioudakisCF97,"ADAPTIVE, FINE-GRAINED SHARING IN A CLIENT-SERVER OODBMS: A CALLBACK-BASED APPROACH","MICHAEL J. CAREY, MICHAEL J. FRANKLIN, MARKOS ZAHARIOUDAKIS",ACM Trans. Database Syst.,1997
conf/vldb/EicklerGK95,A PERFORMANCE EVALUATION OF OID MAPPING TECHNIQUES,"ANDRE EICKLER, CARSTEN ANDREAS GERLHOF, DONALD KOSSMANN",VLDB,1995
journals/sigmod/Winslett01,"JEFFREY D. ULLMAN SPEAKS OUT ON THE FUTURE OF HIGHER EDUCATION, STARTUPS, DATABASE THEORY, AND MORE",MARIANNE WINSLETT,SIGMOD Record,2001
journals/sigmod/Qian95,POLITICAL WINDS CHANGE DIRECTION AGAIN,XIAOLEI QIAN,SIGMOD Record,1995
conf/vldb/ChaudhuriW00,RETHINKING DATABASE SYSTEM ARCHITECTURE: TOWARDS A SELF-TUNING RISC-STYLE DATABASE SYSTEM,"SURAJIT CHAUDHURI, GERHARD WEIKUM",VLDB,2000
journals/vldb/RamanRH00,ONLINE DYNAMIC REORDERING,"BHASKARAN RAMAN, JOSEPH M. HELLERSTEIN, VIJAYSHANKAR RAMAN",VLDB J.,2000
journals/vldb/CliftonGB95,HYPERFILE: A DATA AND QUERY MODEL FOR DOCUMENTS,"DAVID BLOOM, CHRIS CLIFTON, HECTOR GARCIA-MOLINA",VLDB J.,1995
